ID;hist_plan;data;grupa;podgrupa;sprzet;klient;region;ilosc;cena_hurt;obrot
3728;hist;102004;BI;sprzet grzejny;plyty grzejne;;Wschod;14;694;6540,84
3729;hist;102004;BI;sprzet grzejny;plyty grzejne;;Zachod;61;694;39329,36
3730;hist;102004;BI;sprzet grzejny;plyty grzejne;AVANS;Poludnie;15;694;7994,64
3731;hist;102004;BI;sprzet grzejny;plyty grzejne;AVANS;Zachod;135;694;68845,96
3732;hist;102004;BI;sprzet grzejny;plyty grzejne;BRW-SA;Meblarze;18;694;10760,35
3733;hist;102004;BI;sprzet grzejny;plyty grzejne;G7;Polnoc;87;694;59474,20
3734;hist;102004;BI;sprzet grzejny;plyty grzejne;G7;Poludnie;248;694;131799,40
3735;hist;102004;BI;sprzet grzejny;plyty grzejne;G7;Sieci;140;694;78498,16
3736;hist;102004;BI;sprzet grzejny;plyty grzejne;MEDIA EXPERT;Poludnie;49;694;23967,76
3737;hist;102004;BI;sprzet grzejny;plyty grzejne;MEDIA EXPERT;Wschod;4;694;1946,97
3738;hist;102004;BI;sprzet grzejny;plyty grzejne;MEDIA EXPERT;Zachod;9;694;4086,15
3739;hist;102004;BI;sprzet grzejny;plyty grzejne;MEDIA MARKT;Sieci;260;694;122700,19
3740;hist;102004;BI;sprzet grzejny;plyty grzejne;NEONET;Zachod;283;694;144524,44
3741;hist;102004;BI;sprzet grzejny;plyty grzejne;OKAY;Sieci;7;694;3727,70
3742;hist;102004;BI;sprzet grzejny;plyty grzejne;PARTNER;Poludnie;17;694;9348,40
3743;hist;102004;BI;sprzet grzejny;plyty grzejne;PARTNER;Wschod;6;694;3261,28
3744;hist;102004;BI;sprzet grzejny;plyty grzejne;PARTNER;Zachod;221;694;128157,35
3745;hist;102004;BI;zmywarki;zmywarki 45;;Meblarze;16;1525;16939,53
3746;hist;102004;BI;zmywarki;zmywarki 45;;Others;5;1525;6180,09
3747;hist;102004;BI;zmywarki;zmywarki 45;;Polnoc;3;1525;3939,68
3748;hist;102004;BI;zmywarki;zmywarki 45;;Poludnie;36;1525;46617,59
3749;hist;102004;BI;zmywarki;zmywarki 45;;Sieci;64;1525;79335,16
3750;hist;102004;BI;zmywarki;zmywarki 45;;Wschod;2;1525;2299,12
3751;hist;102004;BI;zmywarki;zmywarki 45;;Zachod;4;1525;5810,10
3752;hist;102004;BI;zmywarki;zmywarki 45;AVANS;Wschod;8;1525;10233,93
3753;hist;102004;BI;zmywarki;zmywarki 45;AVANS;Zachod;9;1525;12595,83
3754;hist;102004;BI;zmywarki;zmywarki 45;BRW-SA;Meblarze;2;1525;2509,20
3755;hist;102004;BI;zmywarki;zmywarki 45;G7;Polnoc;9;1525;12187,57
3756;hist;102004;BI;zmywarki;zmywarki 45;G7;Poludnie;5;1525;6462,55
3757;hist;102004;BI;zmywarki;zmywarki 45;G7;Sieci;44;1525;59782,18
3758;hist;102004;BI;zmywarki;zmywarki 45;G7;Zachod;6;1525;5888,68
3759;hist;102004;BI;zmywarki;zmywarki 45;MEDIA EXPERT;Zachod;1;1525;1416,69
3760;hist;102004;BI;zmywarki;zmywarki 45;MEDIA MARKT;Sieci;2;1525;2487,07
3761;hist;102004;BI;zmywarki;zmywarki 45;NEONET;Zachod;31;1525;42974,88
3762;hist;102004;BI;zmywarki;zmywarki 45;PARTNER;Poludnie;5;1525;6422,93
3763;hist;102004;BI;zmywarki;zmywarki 45;PARTNER;Wschod;1;1525;1421,61
3764;hist;102004;BI;zmywarki;zmywarki 45;PARTNER;Zachod;24;1525;32121,93
3765;hist;102004;BI;zmywarki;zmywarki 60;;Meblarze;4;1666;5222,55
3766;hist;102004;BI;zmywarki;zmywarki 60;;Others;2;1666;2113,66
3767;hist;102004;BI;zmywarki;zmywarki 60;;Polnoc;6;1666;8758,37
3768;hist;102004;BI;zmywarki;zmywarki 60;;Poludnie;29;1666;40028,98
3769;hist;102004;BI;zmywarki;zmywarki 60;;Sieci;44;1666;56755,16
3770;hist;102004;BI;zmywarki;zmywarki 60;;Zachod;2;1666;2966,88
3771;hist;102004;BI;zmywarki;zmywarki 60;AVANS;Wschod;3;1666;4418,50
3772;hist;102004;BI;zmywarki;zmywarki 60;AVANS;Zachod;4;1666;6368,39
3773;hist;102004;BI;zmywarki;zmywarki 60;G7;Polnoc;10;1666;13978,36
3774;hist;102004;BI;zmywarki;zmywarki 60;G7;Poludnie;18;1666;24207,58
3775;hist;102004;BI;zmywarki;zmywarki 60;G7;Sieci;16;1666;23166,85
3776;hist;102004;BI;zmywarki;zmywarki 60;G7;Zachod;19;1666;20287,11
3777;hist;102004;BI;zmywarki;zmywarki 60;MEDIA MARKT;Sieci;2;1666;2703,43
3778;hist;102004;BI;zmywarki;zmywarki 60;NEONET;Zachod;14;1666;19653,46
3779;hist;102004;BI;zmywarki;zmywarki 60;PARTNER;Zachod;14;1666;17769,14
3780;hist;102004;FS;chlodnictwo;chlodziarki;;Others;32;606;11442,82
3781;hist;102004;FS;chlodnictwo;chlodziarki;;Polnoc;242;606;139108,45
3782;hist;102004;FS;chlodnictwo;chlodziarki;;Poludnie;300;606;157958,67
3783;hist;102004;FS;chlodnictwo;chlodziarki;;Sieci;394;606;211113,18
3784;hist;102004;FS;chlodnictwo;chlodziarki;;Wschod;2;606;1152,42
3785;hist;102004;FS;chlodnictwo;chlodziarki;AVANS;Poludnie;93;606;48905,74
3786;hist;102004;FS;chlodnictwo;chlodziarki;AVANS;Zachod;95;606;55709,49
3787;hist;102004;FS;chlodnictwo;chlodziarki;G7;Polnoc;145;606;84667,26
3788;hist;102004;FS;chlodnictwo;chlodziarki;G7;Poludnie;204;606;117751,94
3789;hist;102004;FS;chlodnictwo;chlodziarki;G7;Sieci;76;606;40416,92
3790;hist;102004;FS;chlodnictwo;chlodziarki;MEDIA EXPERT;Polnoc;50;606;29837,40
3791;hist;102004;FS;chlodnictwo;chlodziarki;MEDIA EXPERT;Poludnie;25;606;13439,78
3792;hist;102004;FS;chlodnictwo;chlodziarki;NEONET;Zachod;191;606;105268,64
3793;hist;102004;FS;chlodnictwo;chlodziarki;PARTNER;Poludnie;52;606;28898,95
3794;hist;102004;FS;chlodnictwo;chlodziarki;PARTNER;Wschod;23;606;12881,22
3795;hist;102004;FS;chlodnictwo;chlodziarki;PARTNER;Zachod;261;606;148023,50
3796;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;;Others;36;834;15274,59
3797;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;;Polnoc;763;834;541929,38
3798;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;581;834;406118,87
3799;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;;Sieci;777;834;527493,66
3800;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;;Wschod;14;834;10159,66
3801;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;;Zachod;87;834;68182,84
3802;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Poludnie;320;834;240000,60
3803;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Wschod;454;834;325704,69
3804;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Zachod;330;834;234782,40
3805;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;127;834;90162,89
3806;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;193;834;135901,25
3807;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Sieci;351;834;229207,02
3808;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Polnoc;25;834;17205,25
3809;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Poludnie;44;834;31505,04
3810;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Wschod;5;834;3452,90
3811;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Zachod;131;834;99004,20
3812;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA MARKT;Sieci;164;834;133014,36
3813;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;NEONET;Zachod;947;834;669322,83
3814;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;OKAY;Sieci;4;834;3229,09
3815;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Poludnie;45;834;30769,30
3816;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Wschod;35;834;25206,15
3817;hist;102004;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Zachod;158;834;121415,60
3818;hist;102004;FS;chlodnictwo;lodowki kombi;;Meblarze;1;1055;852,13
3819;hist;102004;FS;chlodnictwo;lodowki kombi;;Others;69;1055;47919,22
3820;hist;102004;FS;chlodnictwo;lodowki kombi;;Polnoc;1364;1055;1204424,41
3821;hist;102004;FS;chlodnictwo;lodowki kombi;;Poludnie;1285;1055;1097906,82
3822;hist;102004;FS;chlodnictwo;lodowki kombi;;Sieci;2253;1055;1796049,47
3823;hist;102004;FS;chlodnictwo;lodowki kombi;;Wschod;18;1055;15924,62
3824;hist;102004;FS;chlodnictwo;lodowki kombi;;Zachod;187;1055;169792,55
3825;hist;102004;FS;chlodnictwo;lodowki kombi;AVANS;Poludnie;542;1055;478812,50
3826;hist;102004;FS;chlodnictwo;lodowki kombi;AVANS;Wschod;655;1055;565705,49
3827;hist;102004;FS;chlodnictwo;lodowki kombi;AVANS;Zachod;701;1055;599927,21
3828;hist;102004;FS;chlodnictwo;lodowki kombi;G7;Polnoc;350;1055;316650,12
3829;hist;102004;FS;chlodnictwo;lodowki kombi;G7;Poludnie;676;1055;620773,82
3830;hist;102004;FS;chlodnictwo;lodowki kombi;G7;Sieci;119;1055;112573,58
3831;hist;102004;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Polnoc;25;1055;22788,25
3832;hist;102004;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Poludnie;127;1055;106718,39
3833;hist;102004;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Wschod;8;1055;6709,64
3834;hist;102004;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Zachod;116;1055;107435,06
3835;hist;102004;FS;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;368;1055;341999,10
3836;hist;102004;FS;chlodnictwo;lodowki kombi;NEONET;Zachod;1105;1055;959461,07
3837;hist;102004;FS;chlodnictwo;lodowki kombi;PARTNER;Poludnie;109;1055;94195,16
3838;hist;102004;FS;chlodnictwo;lodowki kombi;PARTNER;Wschod;69;1055;63946,03
3839;hist;102004;FS;chlodnictwo;lodowki kombi;PARTNER;Zachod;510;1055;477734,55
3840;hist;102004;FS;chlodnictwo;zamrazarki;;Others;11;901;5341,53
3841;hist;102004;FS;chlodnictwo;zamrazarki;;Polnoc;26;901;17530,31
3842;hist;102004;FS;chlodnictwo;zamrazarki;;Poludnie;16;901;10652,56
3843;hist;102004;FS;chlodnictwo;zamrazarki;;Sieci;11;901;5371,88
3844;hist;102004;FS;chlodnictwo;zamrazarki;;Zachod;13;901;8824,32
3845;hist;102004;FS;chlodnictwo;zamrazarki;AVANS;Poludnie;7;901;4584,72
3846;hist;102004;FS;chlodnictwo;zamrazarki;AVANS;Wschod;19;901;12029,47
3847;hist;102004;FS;chlodnictwo;zamrazarki;AVANS;Zachod;16;901;10131,27
3848;hist;102004;FS;chlodnictwo;zamrazarki;G7;Polnoc;21;901;15509,15
3849;hist;102004;FS;chlodnictwo;zamrazarki;G7;Poludnie;41;901;25820,80
3850;hist;102004;FS;chlodnictwo;zamrazarki;MEDIA EXPERT;Polnoc;9;901;5898,69
3851;hist;102004;FS;chlodnictwo;zamrazarki;MEDIA MARKT;Sieci;5;901;3503,05
3852;hist;102004;FS;chlodnictwo;zamrazarki;NEONET;Zachod;30;901;20340,30
3853;hist;102004;FS;chlodnictwo;zamrazarki;PARTNER;Poludnie;8;901;5224,81
3854;hist;102004;FS;chlodnictwo;zamrazarki;PARTNER;Wschod;5;901;3390,05
3855;hist;102004;FS;chlodnictwo;zamrazarki;PARTNER;Zachod;30;901;19662,30
3856;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;;Others;11;287;952,18
3857;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;;Poludnie;106;287;24328,67
3858;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;;Sieci;337;287;69384,97
3859;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;;Zachod;30;287;7988,20
3860;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Poludnie;7;287;1739,29
3861;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Wschod;22;287;5450,00
3862;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Zachod;36;287;8974,82
3863;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Polnoc;15;287;3666,30
3864;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Poludnie;40;287;9629,40
3865;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Sieci;116;287;22760,80
3866;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Zachod;4;287;1028,90
3867;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;MEDIA MARKT;Sieci;1214;287;282167,95
3868;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;NEONET;Zachod;6;287;1489,32
3869;hist;102004;FS;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Zachod;100;287;25576,00
3870;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;;Others;2;253;164,22
3871;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;;Poludnie;202;253;38211,57
3872;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;;Sieci;106;253;19837,90
3873;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;;Zachod;21;253;4059,60
3874;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Poludnie;100;253;18514,00
3875;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Wschod;2;253;379,00
3876;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;AVANS;Zachod;16;253;3137,88
3877;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Polnoc;10;253;1895,00
3878;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;G7;Poludnie;40;253;7369,80
3879;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;MEDIA MARKT;Sieci;16;253;3280,05
3880;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;NEONET;Zachod;8;253;1566,64
3881;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Wschod;1;253;196,84
3882;hist;102004;FS;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Zachod;40;253;7666,40
3883;hist;102004;FS;pralki;pralki front;;Others;29;979;19568,50
3884;hist;102004;FS;pralki;pralki front;;Polnoc;1241;979;1082513,80
3885;hist;102004;FS;pralki;pralki front;;Poludnie;1076;979;917299,75
3886;hist;102004;FS;pralki;pralki front;;Sieci;1308;979;1081923,60
3887;hist;102004;FS;pralki;pralki front;;Wschod;49;979;47482,96
3888;hist;102004;FS;pralki;pralki front;;Zachod;279;979;260855,46
3889;hist;102004;FS;pralki;pralki front;AVANS;Poludnie;522;979;462002,78
3890;hist;102004;FS;pralki;pralki front;AVANS;Wschod;1274;979;1072856,51
3891;hist;102004;FS;pralki;pralki front;AVANS;Zachod;970;979;832958,68
3892;hist;102004;FS;pralki;pralki front;G7;Polnoc;233;979;202834,54
3893;hist;102004;FS;pralki;pralki front;G7;Poludnie;534;979;458722,25
3894;hist;102004;FS;pralki;pralki front;G7;Sieci;405;979;340239,25
3895;hist;102004;FS;pralki;pralki front;G7;Zachod;6;979;3659,21
3896;hist;102004;FS;pralki;pralki front;MEDIA EXPERT;Polnoc;42;979;39551,40
3897;hist;102004;FS;pralki;pralki front;MEDIA EXPERT;Poludnie;120;979;106180,28
3898;hist;102004;FS;pralki;pralki front;MEDIA EXPERT;Wschod;10;979;9300,00
3899;hist;102004;FS;pralki;pralki front;MEDIA EXPERT;Zachod;222;979;195301,43
3900;hist;102004;FS;pralki;pralki front;MEDIA MARKT;Sieci;318;979;307880,81
3901;hist;102004;FS;pralki;pralki front;NEONET;Zachod;1248;979;1099264,19
3902;hist;102004;FS;pralki;pralki front;OKAY;Sieci;4;979;3578,46
3903;hist;102004;FS;pralki;pralki front;PARTNER;Poludnie;182;979;168337,40
3904;hist;102004;FS;pralki;pralki front;PARTNER;Wschod;101;979;93555,11
3905;hist;102004;FS;pralki;pralki front;PARTNER;Zachod;1636;979;1475006,72
3906;hist;102004;FS;sprzet grzejny;kuchnie;;Others;30;951;16906,64
3907;hist;102004;FS;sprzet grzejny;kuchnie;;Polnoc;4435;951;3656456,99
3908;hist;102004;FS;sprzet grzejny;kuchnie;;Poludnie;1149;951;912855,53
3909;hist;102004;FS;sprzet grzejny;kuchnie;;Sieci;2644;951;1923196,99
3910;hist;102004;FS;sprzet grzejny;kuchnie;;Wschod;115;951;81305,38
3911;hist;102004;FS;sprzet grzejny;kuchnie;;Zachod;405;951;343970,09
3912;hist;102004;FS;sprzet grzejny;kuchnie;AVANS;Poludnie;335;951;315492,40
3913;hist;102004;FS;sprzet grzejny;kuchnie;AVANS;Wschod;1503;951;1176939,43
3914;hist;102004;FS;sprzet grzejny;kuchnie;AVANS;Zachod;1333;951;1051567,26
3915;hist;102004;FS;sprzet grzejny;kuchnie;BRW-SA;Meblarze;1;951;650,73
3916;hist;102004;FS;sprzet grzejny;kuchnie;G7;Polnoc;871;951;736538,34
3917;hist;102004;FS;sprzet grzejny;kuchnie;G7;Poludnie;787;951;575123,44
3918;hist;102004;FS;sprzet grzejny;kuchnie;G7;Sieci;496;951;331408,39
3919;hist;102004;FS;sprzet grzejny;kuchnie;G7;Zachod;179;951;155281,76
3920;hist;102004;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Poludnie;156;951;140271,06
3921;hist;102004;FS;sprzet grzejny;kuchnie;MEDIA EXPERT;Zachod;379;951;225997,84
3922;hist;102004;FS;sprzet grzejny;kuchnie;NEONET;Zachod;1643;951;1221484,49
3923;hist;102004;FS;sprzet grzejny;kuchnie;OKAY;Sieci;24;951;21800,11
3924;hist;102004;FS;sprzet grzejny;kuchnie;PARTNER;Poludnie;114;951;106646,36
3925;hist;102004;FS;sprzet grzejny;kuchnie;PARTNER;Wschod;150;951;127020,52
3926;hist;102004;FS;sprzet grzejny;kuchnie;PARTNER;Zachod;1905;951;1319080,00
3927;hist;102004;FS;zmywarki;zmywarki 60;;Others;50;1034;25080,98
3928;hist;112004;BI;chlodnictwo;chlodziarki;;Meblarze;15;929;10941,62
3929;hist;112004;BI;chlodnictwo;chlodziarki;;Others;2;929;1186,82
3930;hist;112004;BI;chlodnictwo;chlodziarki;;Polnoc;33;929;28331,24
3931;hist;112004;BI;chlodnictwo;chlodziarki;;Poludnie;24;929;18873,37
3932;hist;112004;BI;chlodnictwo;chlodziarki;;Sieci;13;929;9752,75
3933;hist;112004;BI;chlodnictwo;chlodziarki;;Zachod;6;929;4686,38
3934;hist;112004;BI;chlodnictwo;chlodziarki;AVANS;Wschod;15;929;12497,66
3935;hist;112004;BI;chlodnictwo;chlodziarki;AVANS;Zachod;23;929;19322,26
3936;hist;112004;BI;chlodnictwo;chlodziarki;BRW-SA;Meblarze;4;929;3566,60
3937;hist;112004;BI;chlodnictwo;chlodziarki;G7;Polnoc;13;929;10827,31
3938;hist;112004;BI;chlodnictwo;chlodziarki;G7;Poludnie;18;929;12875,56
3939;hist;112004;BI;chlodnictwo;chlodziarki;G7;Sieci;9;929;7670,41
3940;hist;112004;BI;chlodnictwo;chlodziarki;G7;Zachod;36;929;32341,88
3941;hist;112004;BI;chlodnictwo;chlodziarki;MEDIA EXPERT;Polnoc;2;929;1813,54
3942;hist;112004;BI;chlodnictwo;chlodziarki;MEDIA EXPERT;Poludnie;2;929;1858,00
3943;hist;112004;BI;chlodnictwo;chlodziarki;MEDIA MARKT;Sieci;8;929;6071,68
3944;hist;112004;BI;chlodnictwo;chlodziarki;NEONET;Zachod;17;929;13432,21
3945;hist;112004;BI;chlodnictwo;chlodziarki;PARTNER;Poludnie;5;929;4397,85
3946;hist;112004;BI;chlodnictwo;chlodziarki;PARTNER;Wschod;4;929;3488,20
3947;hist;112004;BI;chlodnictwo;chlodziarki;PARTNER;Zachod;2;929;1477,50
3948;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;;Others;2;1093;1332,68
3949;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;;Polnoc;8;1093;8013,00
3950;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;16;1093;14908,98
3951;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;;Sieci;4;1093;3595,03
3952;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;;Zachod;1;1093;967,27
3953;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;AVANS;Wschod;4;1093;3927,13
3954;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;7;1093;6988,08
3955;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;3;1093;2665,74
3956;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Sieci;6;1093;5216,54
3957;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;G7;Zachod;7;1093;6876,80
3958;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Zachod;1;1093;959,10
3959;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;MEDIA MARKT;Sieci;2;1093;1676,07
3960;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;NEONET;Zachod;9;1093;8706,67
3961;hist;112004;BI;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Zachod;20;1093;19120,39
3962;hist;112004;BI;chlodnictwo;lodowki kombi;;Meblarze;40;1291;37114,38
3963;hist;112004;BI;chlodnictwo;lodowki kombi;;Others;19;1291;14846,96
3964;hist;112004;BI;chlodnictwo;lodowki kombi;;Polnoc;236;1291;259858,97
3965;hist;112004;BI;chlodnictwo;lodowki kombi;;Poludnie;95;1291;107324,09
3966;hist;112004;BI;chlodnictwo;lodowki kombi;;Sieci;81;1291;82959,01
3967;hist;112004;BI;chlodnictwo;lodowki kombi;;Wschod;5;1291;6176,58
3968;hist;112004;BI;chlodnictwo;lodowki kombi;;Zachod;14;1291;16196,01
3969;hist;112004;BI;chlodnictwo;lodowki kombi;AVANS;Poludnie;9;1291;9438,82
3970;hist;112004;BI;chlodnictwo;lodowki kombi;AVANS;Wschod;45;1291;50100,23
3971;hist;112004;BI;chlodnictwo;lodowki kombi;AVANS;Zachod;27;1291;30472,62
3972;hist;112004;BI;chlodnictwo;lodowki kombi;BRW-SA;Meblarze;7;1291;8065,42
3973;hist;112004;BI;chlodnictwo;lodowki kombi;G7;Polnoc;53;1291;58140,89
3974;hist;112004;BI;chlodnictwo;lodowki kombi;G7;Poludnie;98;1291;91606,96
3975;hist;112004;BI;chlodnictwo;lodowki kombi;G7;Sieci;29;1291;31384,19
3976;hist;112004;BI;chlodnictwo;lodowki kombi;G7;Zachod;61;1291;71542,96
3977;hist;112004;BI;chlodnictwo;lodowki kombi;MEDIA EXPERT;Poludnie;6;1291;6932,98
3978;hist;112004;BI;chlodnictwo;lodowki kombi;MEDIA EXPERT;Zachod;2;1291;2348,53
3979;hist;112004;BI;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;45;1291;52448,66
3980;hist;112004;BI;chlodnictwo;lodowki kombi;NEONET;Zachod;43;1291;47307,48
3981;hist;112004;BI;chlodnictwo;lodowki kombi;PARTNER;Poludnie;3;1291;3178,90
3982;hist;112004;BI;chlodnictwo;lodowki kombi;PARTNER;Wschod;1;1291;1118,07
3983;hist;112004;BI;chlodnictwo;lodowki kombi;PARTNER;Zachod;45;1291;49861,65
3984;hist;112004;BI;chlodnictwo;zamrazarki;;Others;1;980;593,71
3985;hist;112004;BI;chlodnictwo;zamrazarki;;Polnoc;3;980;2422,86
3986;hist;112004;BI;mikrofalowki;mikrofalowki elektronicznie;;Meblarze;6;1007;5597,88
3987;hist;112004;BI;mikrofalowki;mikrofalowki elektronicznie;;Others;2;1007;1414,76
3988;hist;112004;BI;mikrofalowki;mikrofalowki elektronicznie;;Poludnie;9;1007;7970,83
3989;hist;112004;BI;mikrofalowki;mikrofalowki elektronicznie;;Sieci;37;1007;35139,02
3990;hist;112004;BI;mikrofalowki;mikrofalowki elektronicznie;AVANS;Wschod;6;1007;5824,50
3991;hist;112004;BI;mikrofalowki;mikrofalowki elektronicznie;AVANS;Zachod;4;1007;3977,54
3992;hist;112004;BI;mikrofalowki;mikrofalowki elektronicznie;G7;Polnoc;5;1007;4908,90
3993;hist;112004;BI;mikrofalowki;mikrofalowki elektronicznie;G7;Poludnie;52;1007;46767,60
3994;hist;112004;BI;mikrofalowki;mikrofalowki elektronicznie;G7;Sieci;6;1007;6029,52
3995;hist;112004;BI;mikrofalowki;mikrofalowki elektronicznie;G7;Zachod;43;1007;42172,27
3996;hist;112004;BI;mikrofalowki;mikrofalowki mechanicznie;;Polnoc;8;839;6674,57
3997;hist;112004;BI;mikrofalowki;mikrofalowki mechanicznie;;Poludnie;11;839;8524,19
3998;hist;112004;BI;mikrofalowki;mikrofalowki mechanicznie;;Sieci;2;839;1410,46
3999;hist;112004;BI;mikrofalowki;mikrofalowki mechanicznie;AVANS;Wschod;1;839;835,68
4000;hist;112004;BI;mikrofalowki;mikrofalowki mechanicznie;AVANS;Zachod;1;839;799,34
4001;hist;112004;BI;mikrofalowki;mikrofalowki mechanicznie;BRW-SA;Meblarze;3;839;2108,18
4002;hist;112004;BI;mikrofalowki;mikrofalowki mechanicznie;G7;Poludnie;10;839;7865,30
4003;hist;112004;BI;mikrofalowki;mikrofalowki mechanicznie;G7;Zachod;16;839;12844,64
4004;hist;112004;BI;mikrofalowki;mikrofalowki mechanicznie;NEONET;Zachod;2;839;1678,00
4005;hist;112004;BI;okapy;okapy kominowe;;Meblarze;80;546;41083,23
4006;hist;112004;BI;okapy;okapy kominowe;;Poludnie;432;546;224541,67
4007;hist;112004;BI;okapy;okapy kominowe;;Sieci;617;546;297576,35
4008;hist;112004;BI;okapy;okapy kominowe;;Wschod;73;546;35357,37
4009;hist;112004;BI;okapy;okapy kominowe;BRW-SA;Meblarze;16;546;8678,66
4010;hist;112004;BI;okapy;okapy kominowe;G7;Polnoc;160;546;82082,56
4011;hist;112004;BI;okapy;okapy kominowe;G7;Poludnie;328;546;149356,69
4012;hist;112004;BI;okapy;okapy kominowe;MEDIA EXPERT;Polnoc;50;546;23594,41
4013;hist;112004;BI;okapy;okapy kominowe;PARTNER;Poludnie;14;546;5958,42
4014;hist;112004;BI;okapy;okapy meblowe;;Sieci;25;171;4142,45
4015;hist;112004;BI;okapy;okapy teleskopowe;;Meblarze;4;332;1106,44
4016;hist;112004;BI;okapy;okapy teleskopowe;;Others;6;332;989,34
4017;hist;112004;BI;okapy;okapy teleskopowe;;Polnoc;427;332;128343,90
4018;hist;112004;BI;okapy;okapy teleskopowe;;Poludnie;61;332;16814,78
4019;hist;112004;BI;okapy;okapy teleskopowe;;Sieci;371;332;100048,14
4020;hist;112004;BI;okapy;okapy teleskopowe;;Wschod;9;332;2703,15
4021;hist;112004;BI;okapy;okapy teleskopowe;;Zachod;33;332;10065,54
